sequence,label
"Best song ever ❤❤ Oh-ooh-whoa-oh-oh-oh-oh Oh-ooh-whoa-oh-oh-oh-oh Oh-ooh-whoa-oh, oh-oh-oh-oh You know you love me (yo), know you care (uh-huh) Just shout whenever (yo), and will be there (uh-huh) You are my love (yo), you are my heart (uh-huh) And we will never, ever, ever be apart (yo, uh-huh) Are we an item? (Yo) girl, quit playin' (uh-huh) ""We are just friends"" (yo), what are you sayin'? (Uh-huh) Said, ""There' another"" (yo), and looked right in my eyes (uh-huh) My first love broke my heart for the first time, and was like (yo, uh-huh) ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine Oh, for you, would have done whatever (uh-huh) And just can' believe we ain' together (yo, uh-huh) And want to play it cool (yo), but ' losin' you (uh-huh) will buy you anything (yo), will buy you any ring (uh-huh) And ' in pieces (yo), baby, fix me (uh-huh) And just shake me 'til you wake me from this bad dream (yo, uh-huh) ' going down (oh), down, down, down (uh-huh) And just can' believe, my first love won' be around, and ' like ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine (Luda!) When was 13, had my first love There was nobody that compared to my baby And nobody came between us, nor could ever come above She had me going crazy Oh, was starstruck She woke me up daily Don' need no Starbucks (woo) She made my heart pound And skip beat when see her in the street and At school on the playground But really want to see her on the weekend She knows she got me dazin' Because she was so amazin' And now, my heart is breakin' But just keep on sayin' ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine ' gone (yeah, yeah, yeah, yeah, yeah, yeah) Now, ' all gone (yeah, yeah, yeah, yeah, yeah, yeah) Now, ' all gone (yeah, yeah, yeah, yeah, yeah, yeah) Now, ' all gone (gone, gone, gone) ' gone Love you justin bieber ❤❤🥰",1
Still trending 2023 in world wide date reply june 4 Tuesday at 1:16pm🔥🔥,0
Listening in 2023 ❤,1
"This song never gets old. No matter how much listen, never get bored ... ❤",1
😮. to,1
Best song 've ever heard,1
👍🏻👍🏻,1
23M dislike 👎🏻 23M likes 👍🏻 😂😂,0
2:27,1
2023 who wach??? 👍 like my comment,1
LOVE MY JUSTIN,1
❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤fdaamiraalyah,1
"wow, wow, wow...",1
Justin beaver why?,0
’ cringing up because haven’ seen this for 4 years🫣😳,0
BABY BABY BABY OHHHHHH LIKE,1
Who' watching this with me this year 2023? HAHAHAHAHAHA,0
Justin is 😊+😍+😇,1
justin with the wolfcut🤣🤣🤣🤣,1
"do not care what anyone says, one of his best songs. Reminds me of the summer of 2012",1
Back when Justin Bieber was baby,1
Olivia🎉😊😮,1
Yo dis shit funny asf because forgot dis was song 💀💀💀💀,0
13 years ago this creator was popular now he’ apparently cringy you still got fan,1
God once loved this song 😂,1
Who still loves this song in 2023 ?🤚,1
Any one from 2023 July Saturday … ❤❤❤❤,1
am back my cute singer Justin Bieber ♥️✨🇧🇩,1
This song 🥺❤️❤️2023,1
2023 but it' sounds like it have jxt come out❤🎉,1
god music,1
This song is the beginning of one big musical journey.,1
2023 anyone ?,1
Sucks,0
Anyone 2023?,0
"July 02, 2023❤",1
Did you know that Jaden Smith is Dre from the karate kid movie but think cool that JB and Jaden colab,1
This song stiil rocking in 2023🎉🎉😊😊,1
ㅇ,0
don' understand how was watching this as little girl,0
One Of My Favourite Singer Justin Bieber WHO Is Still Listening This Song 2023 🧐,1
This somg was made 13 years ago and was 13 few months before ( should have writtem it that time :(),0
This kid married now 🔥🔥❤️,1
First love never know that she is and was my first love 🥺☺,1
"Question, why is this one of the most disliked videos on YouTube 😅?",0
' laughing at myself right now😅 it' been 13 years & the guy is married now🎉,1
love this song 💋❤,1
Bro this song is sick my fav,1
Come back to listen this song again... and maybe we treated him too harshly back in those day,1
Imagine listening this song for the first time again...,1
We don' search old songs But we search old memories 😊,1
Who has justin biebers number?,1
"Bro ..qwoo..ko .Raj .,,jjjj...,,,,.......",1
this song is wack 😂😂,0
2010! golden days😌😌,1
"Oh-ooh-whoa-oh, oh-oh-oh-oh You know you love me (yo), know you care (uh-huh) Just shout whenever (yo), and will be there (uh-huh) You are my love (yo), you are my heart (uh-huh) And we will never, ever, ever be apart (yo, uh-huh) Are we an item? (Yo) girl, quit playin' (uh-huh) ""We are just friends"" (yo), what are you sayin'? (Uh-huh) Said, ""There' another"" (yo), and looked right in my eyes (uh-huh) My first love broke my heart for the first time, and was like (yo, uh-huh) ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine Oh, for you, would have done whatever (uh-huh) And just can' believe we ain' together (yo, uh-huh) And want to play it cool (yo), but ' losin' you (uh-huh) will buy you anything (yo), will buy you any ring (uh-huh) And ' in pieces (yo), baby, fix me (uh-huh) And just shake me 'til you wake me from this bad dream (yo, uh-huh) ' going down (oh), down, down, down (uh-huh) And just can' believe, my first love won' be around, and ' like ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine (Luda!) When was 13, had my first love There was nobody that compared to my baby And nobody came between us, nor could ever come above She had me going crazy Oh, was starstruck She woke me up daily Don' need no Starbucks (woo) She made my heart pound And skip beat when see her in the street and At school on the playground But really want to see her on the weekend She knows she got me dazin' Because she was so amazin' And now, my heart is breakin' But just keep on sayin' ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine ' gone (yeah, yeah, yeah, yeah, yeah, yeah) Now, ' all gone (yeah, yeah, yeah, yeah, yeah, yeah) Now, ' all gone (yeah, yeah, yeah, yeah, yeah, yeah) Now, ' all gone (gone, gone, gone) ' gone",0
How old was Justin this time?,0
13 years later ❤,1
That haircut though..💀,0
Last night was listening this song. And my brother said why you are listening this stupid song. What do you think is it good song bad.? Let me know.,0
13 years later still hasn’ got the girl of his dreams,1
Hey baby baby lol,1
You know coming back to this song it’ honestly really catchy,1
’ and currently jamming with my squad in Fortnite,1
Was drake in there,1
Omg are just like me😂,1
It was part of my childhood 😭,0
"July 3, 2023🔥?",0
This song will forever be goated 🐐.,1
’ not here in jul 2 promise 😊2023,1
It came out when was toddler. Now ' 9th grader. The memories!,1
I Am sorry but now understand why this has 12 mil dislikes-,0
😊😊😊BABY BABY BABY OOO BABY BABY BABY OOO 😊😊😊,1
disliked cuz drake is in this,0
don' understand English language but love to hear this song ❤ ......Love from California...,1
am 7 turning 8 years old,1
was 3 years old and that was was my childhood i am 18 years old can' forgot it thanks Justin for the pretty time,1
Such songs never get old,1
want to maried with justin,1
This song make me feel young again,1
"remembered how ate pizza with my friends at night and danced to this song, God take me back to the time where was happy, now ' sitting crying.",1
HAPPY SWEET 16 TO MY GORGEOUS PRINCESS ANGEL RACHAEL SUE KINDT! 🎉 YOU ARE MORE THAN AMAZING AND MOMMY MISSES YOU WAY PAST HEAVEN AND ALL THE STARS ABOVE ✨💖✨ ENJOY YOUR BIRTHDAY 🎂,1
this song can be most disliked in YouTube history🤏 still one of our generation' most iconic song 😊❤,0
back when he' still innocent,1
😭😭,0
2:July,1
$ 2646726377437737388443,1
2023😅😅❤❤❤,1
This song is catchy pop sensation that takes me back to the carefree days of my youth.,1
Love from India 🇮🇳❤,1
🇰🇭,1
23🎐,0
who watch this in 2023,1
My most most fvt song ❤❤baby💜💜💜💜💜💜💜💜💜💜,1
Wait people are still listening to this song,1
0:15 BEST❤❤,1
12 years back this song was boom,1
13 years ❤,1
Hr 😊😊😊😊,1
This song rocks dude HELL YEAA,1
Anyone 2023 ? 👇,1
Komentar terbaru from indonesia 🇮🇩,1
This use to be my favourite song,1
Listion to 2023,1
Let' see how many people listen this masterpiece in 2023🎉🎉😮😮,1
My most favorite celebrity man SO SICK,0
Nice kid!,1
drake on here wtf😭,0
miss kidraul,0
New song please 😢😢😢😢😢,0
Legend listening the song 2023,1
js relized drake was in the video 💀💀,1
' listening this song after 6 years😢,0
Legend are listening 2023 baby 🍼🐥❤️‍🔥❣️,1
have been searching for shape of you and this master piece came into view,1
WOW LOOK AT THAT VIEWS!,1
Any school and college students here🥰💞❤️🥰,1
Woooowwww Justin had dream with this song!! was there that day in the recording video!!!!!!!!!,1
To Be Honest this song isn’ that bad,0
song nah jk,0
love the song,1
Justin’ old voice good times,1
👍👍,1
1994 👶JUSTINBABY❤ 2010 👦BABY release ❤ 2023 👨Grown up justin❤,1
"Drake, Lil Twist & Tinashe cameos",1
❤ best song great job ❤,1
hello 2010 of 2023 😊,1
always wanted to know who the man in red is,1
13 years and this song is still banger,1
The best,1
😟💯,0
so many dislikes,0
brabo,1
get older 😮,0
was 6 when this came out now ’ 20 make it make sense 🫠😭,0
❤ nice song Today ❤❤❤,1
Who' listening 🎧 now,1
Baby baby babh ow 😂 man so much nostalgia 😂,1
Most Annoying Song Ever,0
@1:14.. know people laughed cuz of DRAKE BUT YO THAT IS TINASHE NEXT TO HIM 😂 WHAT IS THIS,0
Who still listen to this in 2023,0
Drake,1
Ludacris has 24 seconds in this song and he made it 24x better,1
Firts look🥺😎,1
2023 ok ❤😊,1
Justin know who Michael Jackson is right?,0
amo❤😊❤,1
2.9B,1
2023 here,1
"Check, who is still watching and listening to this song until now guys 😃👌",1
SaraAsarae 17 26 January SE25 6BU Landore 24 18 ❤🎤💋💤😴,1
It’ good even if it’ almost 14 years old,1
Good music!,1
Love from Bangladesh🇧🇩🇧🇩,1
Favorite singer forever,1
know love me know care just. shout whoever and il be there,1
🥰,0
Baby aaaaaa,1
Have noticed like all these comments are from like few days ago crazy right😂,0
so cute,1
am from Bangladesh 🇧🇩🇧🇩 Love this song❤❤🥀💘,1
COOL,1
Everyone from 🇮🇳 India🇮🇳,1
2010:baby baby baby 2016:kid kid kid 2023: poor poor poor😂,0
this justin is so much better than the new one,1
Like this part of baby😅😅😅,1
"2023, still nice song!!!",1
"In childhood hated that song, but now see, how not so bad it was",1
2023 this song is still popular,1
Girls and boys your dad is for you. Ask love ok love,1
School findes never invole. Ok go throw my salf other males don' matter were coming from were from. Be spiker past ok. Ok remember moment the present,0
Baby tujhe paap lagega | 🎉 or 😂 but ☝️,1
know care❤,1
Congratulations in advance Justin Bieber 3 billion❤❤❤,1
🌷🥰🌷🥰🌷🥰,1
The song is still something else',1
My best song after peaches🙂🤍,1
Why is this now an ad bruc bruv bru are not no way tf,0
Now her song are come,1
Biber,1
Never get old ❤❤❤,1
The times where music videos are supposed to be music videos,0
lovely this song,1
🎊🎊💗💗,1
Mod,1
Hh,0
1 07 23 🎉🎉,1
Still never understood why Ludacris was on this song.,1
Who’ still watching this in July 2023? 👇,0
The worst fucking song ever made,0
"This was nice song, sanged this on my uncle’ birthday with my relatives on karaoke and scored 47 ❤😮😂😊",1
🤍🫴🪄,1
don' give fuck,0
This song is timeless❤,1
Who litsen in 2043?,0
Indians like here🇮🇳🇮🇳 👇👇,1
LUDA CRIS? What the heck is that you from fast and furious you here 😆,0
Great song have ever heard in my life,1
Number one 🏆❤️🥇🤩,1
This is my favorite song🏆🥇🏆🥇,1
"It is amazing how person’ state of mind can alter the perception of time. ’ sure it only took 4 or 5 seconds to severe the rope from the tree, but it seemed like an hour. When the rope was cut, the knot fell to the ground, while the end of the rope zipped across the rocks and over the edge of the cliff, the speed of it causing humming noise as it went. As soon as the rope was cut, let out cry. He dropped the knife and fell backward. Watching the rope fly over the edge brought the feelings in the passage back to me. got up and headed toward the truck. noticed was still laying there, wide-eyed, staring at the point the rope disappeared. called to him, which seemed to break his trance. He got up and hurried away from the tree, the cave, the nightmare. Neither of us said word all the way home. It is now 4 days after our trip to the cave. It has taken me 4 days and dozens of attempts to get this entire experience written into my journal. Every time started to write recalled the terrible feelings had and couldn’ write anymore. felt compelled to continue, so as to document the unbelievable events while all of the details were fresh in my mind. can still feel the pain. Still smell the stench. Still experience the terror. Even typing from my journal has taken hours. would like to write more, but it will have to wait. Even now, with several days between me and the event, can’ relax. can barely concentrate. That’ all for now. 5/19/01 It has been three weeks since our last visit to the cave. want to update everyone as to my condition, my plans for the cave, and the events of the past few weeks. apologize for not returning your phone calls. have been getting all of your messages, just haven’ felt up to calling back. Steve and Marc, thanks for your words of encouragement on my answering machine. know you two are sincerely concerned for me. You are awesome friends. Marc, know you stopped by the house few times, and ’ sorry never answered the door. It really helped me just knowing you dropped by. Sis, can hear the worry in your voice. ’ .. Don’ worry about me. Just take care of those nieces and nephews of mine. figure if can get this site updated can let everyone know at once about how am doing. lot has happened in the last three weeks, so will do my best to cover everything. guess should start where the last entry left off. It took several days to get the last journal entry written down. was so shaken up from the experience that could do little else but sit around and ponder what had happened. Right now am on long term medical leave from work. tried to go to work several days after the event, but my boss sent me home. couldn’ concentrate and looked terrible. ’ve even been to the doctor, but couldn’ tell him about the experience, so just told him was under lot of stress. He recommended rest and gave me prescription to help me relax. Mmmmm! Good drugs! When we left the cave was nearly in state of shock. could not think clearly and was having difficult time trying to understand what had happened. didn’ eat much nor did get any sleep. was glad had the presence of mind to write down my experience while it was fresh in my mind. As re-read what wrote feel like accurately portrayed what happened in the cave that day. wouldn’ change anything wrote. Even though it took three days to write it, when finished writing in my journal felt much better. guess it was kind of therapeutic. Unfortunately, it didn’ last. In fact, it was after then that things got really bad. and parted company after the trip and didn’ see him again until yesterday. didn’ try to reach him, and he didn’ try to get hold of me. Nor did either of us try to contact Joe. just dropped me off after the trip and spent the next several days by myself in my house. tried to eat but had no appetite. was restless, but couldn’ find anything to do to take my mind off the experience. That’ when determined that should write it down. As mentioned, that helped me think little clearer, and seemed to be little calmer, but it didn’ last. went to work the next day but was sent home. The day after that had an overwhelming feeling of anxiety sink into my soul. was depressed and confused and had no one wanted to turn to for comfort. was getting all kinds of phone calls from people but just let the answering machine take the calls. even changed the message on the machine to let everyone know was alright. continued in this miserable state, eating and sleeping whenever could manage, until week after the trip. Then things started to get strange. At first, was hearing sounds in the house that had no explanation. Footsteps. Shuffling noises. Creaking doors. You know, the typical horror movie fare. Only the sounds were not distinct. It was as though wasn’ sure heard what thought heard. would be eating or getting out of the shower, and stop, thinking heard something. But the sound would not repeat itself. In fact, if it weren’ for the fact that it happened frequently, couldn’ be sure there were noises in the first place. Either way, was scared. It was as though had been caught in spider web for the last week. Feelings of anxiety, foreboding, and tension filled my life. Then came the hallucinations. began seeing things in manner similar to the sounds was hearing. Just glimpse of something in the corner of my eye. When would turn to look, nothing. had been sleeping with the lights on in my room, but now kept all the lights in the house on from before dusk to after dawn. When started to see things on regular basis purchased gun. Got it from an ad in the paper so didn’ have to wait for permit. went to the doctor but didn’ mention the details of my life. Just told him couldn’ relax, and walked out of there with prescription. Fortunately, my wounds and injuries were pretty much healed by this time. My back still hurt little, but the prescription took care of that, too. When was on the medication felt great, but didn’ want to walk around high the rest of my life, so would only take it at the end of tough day. Unfortunately, the severity of the sightings increased, giving rise to need for the medication. The flashes in the corner of my eye continued, but then began to see shapes and shadows. They would be outside my windows, usually at night. still couldn’ make out anything solid, so it was hard to pin down what was was seeing. Soon began to close all of my drapes and blinds so could remove the possibilities of seeing something. Doing so did help in that respect, but my life was still mess. My daily routine was mechanical and empty. would sleep in as long as could, usually out of exhaustion. Then would get cleaned up and try to eat something. lost lot of weight, so tried to get as much as possible down me. Then would exercise little and nap lot. ’ only been out of the house few times in the last two weeks. The store, the doctor, the gun purchase. didn’ watch much .. because couldn’ concentrate. spent lot of time on the internet. was doing research on caves and cave myths. The only story could find was the caver folklore about the Hodag. The Hodag is supposedly creature that roams caves. Two weeks after we went into the cave, and week after began hearing things, began to have nightmares. Extremely lucid nightmares. No specific theme or recurring events. Just plain terrifying. Sometimes was in my house and someone was trying to get me. Only couldn’ run because had no legs. Other times was in vat and someone was pouring syrup-like liquid on me, filling the vat. would wake up in panic. would stay awake until exhaustion forced me to enter dreamland once again. brutal routine. It continued for several days, until it reached climax on the sixth day (yesterday). My dreams seemed so real had hard time telling if was awake or not. was beat, really drained of energy and spirit. was going from the living room to my bedroom in the early evening when looked down the hall and saw dark figure toward the end. thought it was thief and began to back up slowly. It didn’ move. As was backing up the lights flickered off and on. Every muscle was tense. stopped to stare at the figure. Just then the phone rang! It startled me so bad stumble over the chair. When got up wheeled around to look down the hall and nothing was there! grabbed my keys and left the house. felt compelled to get in the car and drive. My pulse pounded in my temples as got in and started the car. wanted to drive to Overlook point to see the city lights. didn’ know why needed to go there, but knew had to go. The closer got, the more urgent the feeling. When arrived at the point, saw something that at first startled me, but then caused me to be more relaxed than had been in long time. Joe was there! He was out of his car, standing, looking at the lights. We looked at each other. could see from the tired look on his face he had been going through the same miserable trial that had been experiencing. He could tell from the look on my face that we had shared some terrible experience. Our conversation was unbelievably brief. “You been back?” he began, even though he knew the answer. “Yes.” “We need to return.” “Tomorrow good?” asked. “Yeah, noon.” He got in his car and got into mine. hadn’ even wanted to talk to him about his experience. Obviously, he didn’ want to know mine. drove over to ’ house.",0
