sequence,label
"twelve years ago twenty-eight views justin cute starstruck twenty-six million , one hundred twelve thousand twenty-two",1
disliked video internet,0
one two thousand fifty,1
kon kon ye two thousand twenty-two ye song sun rhe ho,1
twelve years old song also goldsmilingfacewithopenhands,1
voice goodpartypopperpartypopperpartypopper,1
love redheart,1
love xx favourite thing,1
see drake thererollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughing,1
came tiktok video see drake music videoskull one hundred fourteen one hundred twenty-two two hundred two drake parts,1
super songsmilingfacewithhearteyes,1
cute rollingonthefloorlaughingfaceblowingakiss,1
one hundred fourteen favourite lineeeeeeeeefireredheart,1
love video quality revolvingheartsrevolvingheartsrevolvinghearts,1
supra days good old days,1
anyone telle girl selena gomez,1
name zaynub,1
know love know care shout whenever love heart never ever ever apart item girl quit playin friends sayin said another looked right eyes first love broke heart first time like baby baby baby oh like baby baby baby like baby baby baby oh thought always mine mine baby baby baby oh like baby baby baby like baby baby baby oh thought always mine mine would done whatever believe together got play cool cuz losin buy anything buy ring cuz pieces baby fix shake til wake bad dream going believe first love around like baby baby baby oh like baby baby baby like baby baby baby oh thought always mine mine like baby baby baby oh like baby baby baby like baby baby baby oh thought always mine mine yeah sixteen thought mine used tweet text call hit facebook time yeah gone far along even find know feeling leave love right behind believe wrong ichat night long listening favorite song wrong gone thought loved never put one yeah lover onto another baby baby baby oh like baby baby baby like baby baby baby oh thought always mine mine baby baby baby oh like baby baby baby like baby baby baby oh thought always mine mine yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah gone gone gone gone gone,1
love song six,1
want go back two thousand ten right,1
forty-eight million comments find mine legend,1
oh godthis always favourite song,1
favorite song even made skating place play song,1
indiaindiaindia,0
twelve yearspleadingfaceredheart love song endloudlycryingface,1
justin bieber dark past sex offender,0
deja tu like,1
still listening song twelve years beautiful old time,1
yo justin bieber good lyrics,1
love jb,1
else randomly came back,1
one hundred fifteen drake,1
song dookie,1
watching japan cool often comes listen japanese artists kingprince tsukiyomi ichiban also cool please listen,1
girl kina look like selena gomez,1
song old skull,1
bieber see rick astley sing popular song case baby voice first half sounded like eight year old trying cool voice,0
jamming song way home car admit song great,1
twelve years yet friend still yelling song lolfacewithtearsofjoy,1
twelve years still love music hundredpointsredheart,1
came dislike relievedface,0
drake,0
still love song twelve years always memories,1
lucky found comment go without liking thissmilingfacewithhearts,1
miss shit toma,0
one hundred twenty-one nah wtf drake,0
growingheartwearyface,0
listening song since kid 12years passed justin got married still single damn,0
lol,1
favourite one love song crazily,1
since twelve million dislikes want v deo hace ten million comments,0
high school cryingface miss days loudlycryingface,0
fuck drake skull,0
twelve years noticed drake,1
like songs,1
quirky song,1
many likes get beamingfacewithsmilingeyes,0
almost forty-nine million comments see wanted say hope smashing life,1
song really brings back memories nostalgia,1
tf disliked video,0
watching two thousand twenty-two lolfacewithtearsofjoy,1
big viewed song ever,1
song way better girlfriend,1
people say song annoying see mistakes songs,0
swear bo burnham justin looked similar two thousand ten chose different paths,0
ludacris verse,1
watch short say song dislike music world lie song pretty cool,1
love justinfaceblowingakiss,1
watching two thousand twenty-two true legend small medal sportsmedal facewithtearsofjoyfacewithtearsofjoy,1
great song musicalnotes honestly justin bieber legend smilingfacewithsmilingeyes amazing lots love redheart,1
time fliesupsidedownface,1
one hundred forty-four drake,1
eighteen always remember song childhood,1
listening song six years never gets old,1
know know want nosglastic memory past twelve years,1
drake one hundred fourteen facewithopenmouthstarstruck,1
noticed drake,1
simply love video style truly refreshing creative,1
glad finally got watch original video,1
baby hello,1
goat,1
anyone recognized drake video one hundred fifteen,1
one favourite song twohearts,1
love redheart,1
favourite song baby baby winkingfacewinkingfacewinkingface,1
get song head,1
sportsmedal,1
wtf like,1
hitler,0
know much dislikes masterpiece brokenheartbrokenheart one pls tell reason,0
listen two thousand twenty-two like please redheart,1
fourteen years oldwhen listen song feel like smilingfacewithhearts smilingfacewithhearteyes redheart,1
able listen voice jb new songs anymore keep baby legendary,1
nerdface,0
smilingfacewithheartssmilingfacewithheartsflushedface,0
two thousand twenty-two backhandindexpointingdown,1
today years old came know drake baby songexplodinghead,1
one saw drake video facewithoutmouthfacewithoutmouthfacewithoutmouthfacewithoutmouth,0
favorite song wohoooo baby,1
aids,1
looked know live came,1
miss babe smilingface,1
cuteredheart,1
beby smilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithheartssmilingfacewithheartssmilingfacewithheartsstarstruckstarstruck,1
forty-eight millions comments found mine delete channel,0
like pancakes,1
almost two thousand twenty-three still love love,1
justin bieber songs amazing,1
drake one hundred thirteen,0
literally talented,1
twelve years later song still mid,1
messi better,1
forty-eight million comments none liked,0
cambodia wavinghandcambodia25november2022,1
check new video sexe backhandindexpointingdown,1
wohhh super,1
tf drake one hundred twenty-two,1
justin top song came deny,1
like part says baby,1
drake though omg,1
songstill remember lyricsloudlycryingface,0
good like fifteen sixteen hair looked liked five year old,1
love potion,1
never go na old starstruckstarstruck,0
smilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyesredhearthandshakerightfacingfistleftfacingfist,1
crush likes year two,1
reminds younger may god bless,1
"twenty million , one hundred two thousand twelve one passionate haters justin bieber question hate decent singer time answer wanted fit hater friends",0
took twelve years realize drake video,1
fuck drake video one hundred fourteen,0
thumbsdownthumbsdownthumbsdownthumbsdownthumbsdown,1
jessicaeacabou8321,1
know much people hate cryingface justin beiber handsome,1
one watching 24th november two thousand twenty-two,1
nd watching two thousand twenty-two smilingfacewithsunglasses,1
even though twelve years ago still rings sing boy crush jk,1
1st song heard himlong agoand became time favoritesmilingfacewithheartsfacesavoringfoodstill get redheart,1
cute redheartredheartredheart,1
anyone else start laughing second song started one deny song inspired strong emotions time,1
twelve years song thirteen years old whenever listen brings much memories always love song redheart,1
drake type whippersnapper feature justin bieber video,0
talk want keeps pushing,0
one hundred twenty drake doin,1
amazing bro purpleheart,1
2022handwithfingerssplayedlightskintone,1
2023redheartredheartredheartredheart,1
belive twelve years ago,0
listening song twelve years,1
twelve year later loudlycryingfacepurpleheart,1
drake vid,1
honest compare today rap songs pretty good,1
favorite song,1
twelve years realised drakes goofy ahh facewithtearsofjoy,0
twelve years ago eight years old seenoevilmonkeyseenoevilmonkey,0
comments luda song sure prefers way,1
much hate never get old,0
never ever replace song,1
love bieber beatingheart sparklingheart best singer time redheart best human world globeshowingamericas blueheart redheart heartsuit sparklingheart twohearts love smilingfacewithhearteyes,1
12yrs since song realised still remember good old days cousins used play speaker sing dancepleadingface grown listening song reminds still little kids dancing vibin song,1
babyyy babyyy ohhhhhhh,1
song sooo damn legendary first song gives soooo many memoriesredheart,1
noticed drake loudlycryingface,0
old songs good newest facewithoutmouthclappinghands,1
thumbsupbeatingheartbeatingheartbeatingheart,1
light yagami wild,1
still slaps faceexhaling,0
justin bieber fav song faceblowingakissfaceblowingakissfaceblowingakissfaceblowingakiss,1
twenty-four nov 2022smilingfacewithhearteyes,1
back justin bieber songs actually good,1
still love song,1
use like shit skull,0
one hundred twenty ayooo drake noticed twelve years,1
one hundred fifteen would thought drake,1
"used want watch vid one thousand , four hundred fifteen finally finished vid feel ok love vids",1
bad song nauseatedfacenauseatedface,0
justin s2,1
like song gay,0
misses days,1
like song legendary still belive twelve years ago,1
clappinghands,1
song never gets oldsmilingfacewithhearteyesredheart,1
aaawwww love muchredheart cutestsmilingfacewithhearts,1
best music hell,1
jam signofthehornssignofthehornssmilingcatwithhearteyessmilingcatwithhearteyes,1
know good song people comment every five minutes,1
awwwwww,1
good,1
alla told earth globeshowingamericas naib make,0
errrgeeennnnn,0
naib,0
sound like girl,0
baby lay,0
"hey two hundred two thousand , two hundred twenty-three november fire",0
love got shirt poster,1
believe got 28b views,1
legal,1
six years old masterpiece released grinningface,1
first twohearts love video song,1
super se bhi uper song,1
five first heard song fourteen time passes quick,1
first video like song,1
wow super song,1
argentinaargentinaargentinavictoryhand,1
love music justin bieber,1
drake yet famous days uses npc,1
laospurpleheart,0
anyone watching two thousand twenty-two,0
song released two years old lmao one fav song,1
op song never forget always favsmilingfacewithhearts,1
legends watching two thousand twenty-two,1
hamburgerfrenchfries,0
love song redheartsmilingcatwithhearteyessmilingcatwithhearteyesredheart malta,1
top ten cringest music ever,0
yes say bad words,1
two thousand twenty-two still present,1
cute redheart,1
anyone still remember song dislike one also one song never gets old 22m 14m difference,0
annoying,0
dang bru song good even drake,1
faceblowingakissfaceblowingakissfaceblowingakissfaceblowingakissfaceblowingakissfaceblowingakissfaceblowingakissredheartredheartredheartredheartredheartredheartredheartredheartredheart,1
